accident_id,date,year,month,state,district,mine_name,mine_type,accident_type,cause,severity,fatalities,injuries,description
DGMS-2020-006,2020-01-21,2020,1,West Bengal,Talcher,WES-Mine-93,Underground Coal,Roof/Side Fall,Safety protocol violation,Minor,0,1,"Roof/Side Fall incident at Limestone mine. Cause: Safety protocol violation. Location: West Bengal, Ranchi. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-027,2020-01-26,2020,1,Assam,Singrauli,ASS-Mine-19,Manganese,Transport/Haulage,Methane buildup,Minor,0,0,"Transport/Haulage incident at Iron Ore mine. Cause: Methane buildup. Location: Assam, Talcher. Investigation ongoing by DGMS authorities."
DGMS-2020-006,2020-02-09,2020,2,West Bengal,Talcher,WES-Mine-48,Limestone,Inundation,Equipment malfunction,Minor,0,1,"Inundation incident at Limestone mine. Cause: Equipment malfunction. Location: West Bengal, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-064,2020-03-15,2020,3,Odisha,Sundergarh,ODI-Mine-58,Manganese,Fire,Structural weakness,Minor,0,2,"Fire incident at Opencast Coal mine. Cause: Structural weakness. Location: Odisha, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-049,2020-03-28,2020,3,Jharkhand,Singrauli,JHA-Mine-13,Iron Ore,Roof/Side Fall,Methane buildup,Minor,0,2,"Roof/Side Fall incident at Limestone mine. Cause: Methane buildup. Location: Jharkhand, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-011,2020-03-29,2020,3,Assam,Sundergarh,ASS-Mine-21,Manganese,Transport/Haulage,Safety protocol violation,Serious,0,13,"Transport/Haulage incident at Opencast Coal mine. Cause: Safety protocol violation. Location: Assam, Singrauli. 13 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-098,2020-04-05,2020,4,West Bengal,Asansol,WES-Mine-99,Manganese,Explosion,Methane buildup,Minor,0,2,"Explosion incident at Limestone mine. Cause: Methane buildup. Location: West Bengal, Talcher. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-088,2020-04-19,2020,4,West Bengal,Korba,WES-Mine-30,Iron Ore,Electrical,Weather conditions,Minor,0,1,"Electrical incident at Manganese mine. Cause: Weather conditions. Location: West Bengal, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-081,2020-04-23,2020,4,Assam,Korba,ASS-Mine-72,Manganese,Explosion,Methane buildup,Serious,0,11,"Explosion incident at Limestone mine. Cause: Methane buildup. Location: Assam, Sundergarh. 11 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-092,2020-04-26,2020,4,Jharkhand,Sundergarh,JHA-Mine-68,Opencast Coal,Roof/Side Fall,Safety protocol violation,Serious,0,7,"Roof/Side Fall incident at Limestone mine. Cause: Safety protocol violation. Location: Jharkhand, Singrauli. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-014,2020-05-16,2020,5,West Bengal,Talcher,WES-Mine-62,Underground Coal,Fire,Equipment malfunction,Minor,0,1,"Fire incident at Limestone mine. Cause: Equipment malfunction. Location: West Bengal, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-087,2020-05-23,2020,5,Assam,Ranchi,ASS-Mine-76,Iron Ore,Transport/Haulage,Inadequate training,Minor,0,1,"Transport/Haulage incident at Iron Ore mine. Cause: Inadequate training. Location: Assam, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-032,2020-05-26,2020,5,Assam,Ranchi,ASS-Mine-98,Underground Coal,Transport/Haulage,Equipment failure,Minor,0,2,"Transport/Haulage incident at Manganese mine. Cause: Equipment failure. Location: Assam, Singrauli. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-086,2020-06-07,2020,6,Jharkhand,Singrauli,JHA-Mine-35,Underground Coal,Roof/Side Fall,Weather conditions,Serious,0,5,"Roof/Side Fall incident at Iron Ore mine. Cause: Weather conditions. Location: Jharkhand, Talcher. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-072,2020-06-09,2020,6,Madhya Pradesh,Ranchi,MAD-Mine-85,Manganese,Roof/Side Fall,Equipment failure,Minor,0,2,"Roof/Side Fall incident at Iron Ore mine. Cause: Equipment failure. Location: Madhya Pradesh, Singrauli. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-069,2020-06-16,2020,6,Jharkhand,Korba,JHA-Mine-01,Underground Coal,Roof/Side Fall,Poor ventilation,Serious,0,14,"Roof/Side Fall incident at Limestone mine. Cause: Poor ventilation. Location: Jharkhand, Sundergarh. 14 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-039,2020-06-30,2020,6,Assam,Ranchi,ASS-Mine-35,Opencast Coal,Roof/Side Fall,Equipment failure,Fatal,3,4,"Roof/Side Fall incident at Manganese mine. Cause: Equipment failure. Location: Assam, Sundergarh. 3 fatalities reported. 4 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-067,2020-07-04,2020,7,Jharkhand,Dhanbad,JHA-Mine-28,Opencast Coal,Fire,Inadequate support,Minor,0,2,"Fire incident at Underground Coal mine. Cause: Inadequate support. Location: Jharkhand, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-047,2020-07-07,2020,7,West Bengal,Korba,WES-Mine-10,Manganese,Gas Emission,Poor ventilation,Minor,0,0,"Gas Emission incident at Manganese mine. Cause: Poor ventilation. Location: West Bengal, Dhanbad. Investigation ongoing by DGMS authorities."
DGMS-2020-078,2020-07-12,2020,7,Jharkhand,Korba,JHA-Mine-25,Underground Coal,Roof/Side Fall,Safety protocol violation,Serious,0,10,"Roof/Side Fall incident at Opencast Coal mine. Cause: Safety protocol violation. Location: Jharkhand, Singrauli. 10 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-019,2020-07-26,2020,7,Assam,Sundergarh,ASS-Mine-28,Iron Ore,Fire,Human error,Minor,0,1,"Fire incident at Iron Ore mine. Cause: Human error. Location: Assam, Talcher. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-098,2020-08-06,2020,8,West Bengal,Korba,WES-Mine-65,Underground Coal,Explosion,Inadequate training,Serious,0,7,"Explosion incident at Manganese mine. Cause: Inadequate training. Location: West Bengal, Korba. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-089,2020-08-08,2020,8,Jharkhand,Korba,JHA-Mine-98,Iron Ore,Transport/Haulage,Structural weakness,Serious,0,13,"Transport/Haulage incident at Opencast Coal mine. Cause: Structural weakness. Location: Jharkhand, Singrauli. 13 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-024,2020-08-09,2020,8,West Bengal,Sundergarh,WES-Mine-72,Limestone,Electrical,Structural weakness,Minor,0,2,"Electrical incident at Underground Coal mine. Cause: Structural weakness. Location: West Bengal, Korba. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-064,2020-08-10,2020,8,Chhattisgarh,Singrauli,CHH-Mine-15,Manganese,Fire,Equipment malfunction,Serious,0,8,"Fire incident at Underground Coal mine. Cause: Equipment malfunction. Location: Chhattisgarh, Talcher. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-003,2020-08-20,2020,8,West Bengal,Sundergarh,WES-Mine-02,Iron Ore,Gas Emission,Poor ventilation,Minor,0,2,"Gas Emission incident at Iron Ore mine. Cause: Poor ventilation. Location: West Bengal, Ranchi. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-019,2020-08-22,2020,8,West Bengal,Talcher,WES-Mine-38,Manganese,Fall of Person,Inadequate training,Minor,0,2,"Fall of Person incident at Iron Ore mine. Cause: Inadequate training. Location: West Bengal, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-014,2020-08-27,2020,8,West Bengal,Asansol,WES-Mine-27,Underground Coal,Fall of Person,Poor ventilation,Minor,0,1,"Fall of Person incident at Opencast Coal mine. Cause: Poor ventilation. Location: West Bengal, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-033,2020-09-01,2020,9,Odisha,Ranchi,ODI-Mine-07,Underground Coal,Gas Emission,Inadequate training,Minor,0,2,"Gas Emission incident at Manganese mine. Cause: Inadequate training. Location: Odisha, Korba. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-062,2020-09-11,2020,9,Odisha,Korba,ODI-Mine-11,Iron Ore,Collapse,Weather conditions,Minor,0,2,"Collapse incident at Underground Coal mine. Cause: Weather conditions. Location: Odisha, Asansol. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-095,2020-10-01,2020,10,West Bengal,Korba,WES-Mine-02,Underground Coal,Collapse,Equipment failure,Minor,0,1,"Collapse incident at Opencast Coal mine. Cause: Equipment failure. Location: West Bengal, Talcher. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-024,2020-10-14,2020,10,Assam,Ranchi,ASS-Mine-32,Underground Coal,Roof/Side Fall,Inadequate training,Minor,0,2,"Roof/Side Fall incident at Manganese mine. Cause: Inadequate training. Location: Assam, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-013,2020-10-23,2020,10,Chhattisgarh,Singrauli,CHH-Mine-28,Opencast Coal,Fire,Safety protocol violation,Fatal,2,6,"Fire incident at Iron Ore mine. Cause: Safety protocol violation. Location: Chhattisgarh, Sundergarh. 2 fatalities reported. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-034,2020-11-11,2020,11,Chhattisgarh,Sundergarh,CHH-Mine-13,Manganese,Inundation,Inadequate support,Serious,0,10,"Inundation incident at Underground Coal mine. Cause: Inadequate support. Location: Chhattisgarh, Sundergarh. 10 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-031,2020-11-13,2020,11,Chhattisgarh,Asansol,CHH-Mine-04,Limestone,Transport/Haulage,Equipment malfunction,Minor,0,1,"Transport/Haulage incident at Limestone mine. Cause: Equipment malfunction. Location: Chhattisgarh, Talcher. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-053,2020-11-18,2020,11,West Bengal,Singrauli,WES-Mine-39,Limestone,Roof/Side Fall,Equipment malfunction,Serious,0,8,"Roof/Side Fall incident at Limestone mine. Cause: Equipment malfunction. Location: West Bengal, Sundergarh. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-066,2020-11-22,2020,11,Chhattisgarh,Talcher,CHH-Mine-59,Iron Ore,Roof/Side Fall,Structural weakness,Minor,0,1,"Roof/Side Fall incident at Iron Ore mine. Cause: Structural weakness. Location: Chhattisgarh, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-077,2020-11-27,2020,11,Assam,Asansol,ASS-Mine-12,Opencast Coal,Machinery,Weather conditions,Serious,0,6,"Machinery incident at Opencast Coal mine. Cause: Weather conditions. Location: Assam, Dhanbad. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-085,2020-11-28,2020,11,Odisha,Ranchi,ODI-Mine-14,Opencast Coal,Inundation,Equipment failure,Minor,0,0,"Inundation incident at Iron Ore mine. Cause: Equipment failure. Location: Odisha, Asansol. Investigation ongoing by DGMS authorities."
DGMS-2020-022,2020-12-07,2020,12,Odisha,Korba,ODI-Mine-16,Opencast Coal,Fall of Person,Equipment malfunction,Serious,0,9,"Fall of Person incident at Iron Ore mine. Cause: Equipment malfunction. Location: Odisha, Talcher. 9 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-092,2020-12-15,2020,12,Chhattisgarh,Korba,CHH-Mine-56,Limestone,Roof/Side Fall,Methane buildup,Fatal,2,3,"Roof/Side Fall incident at Manganese mine. Cause: Methane buildup. Location: Chhattisgarh, Ranchi. 2 fatalities reported. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-004,2020-12-16,2020,12,Jharkhand,Dhanbad,JHA-Mine-36,Underground Coal,Inundation,Weather conditions,Minor,0,1,"Inundation incident at Manganese mine. Cause: Weather conditions. Location: Jharkhand, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-054,2020-12-19,2020,12,Chhattisgarh,Korba,CHH-Mine-74,Limestone,Explosion,Poor ventilation,Minor,0,1,"Explosion incident at Iron Ore mine. Cause: Poor ventilation. Location: Chhattisgarh, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-058,2021-01-26,2021,1,Madhya Pradesh,Korba,MAD-Mine-57,Opencast Coal,Transport/Haulage,Human error,Serious,0,6,"Transport/Haulage incident at Iron Ore mine. Cause: Human error. Location: Madhya Pradesh, Sundergarh. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-017,2021-01-27,2021,1,Odisha,Dhanbad,ODI-Mine-59,Underground Coal,Explosion,Methane buildup,Minor,0,1,"Explosion incident at Manganese mine. Cause: Methane buildup. Location: Odisha, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-010,2021-02-06,2021,2,Assam,Singrauli,ASS-Mine-91,Iron Ore,Electrical,Poor ventilation,Serious,0,1,"Electrical incident at Iron Ore mine. Cause: Poor ventilation. Location: Assam, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-001,2021-02-09,2021,2,Odisha,Sundergarh,ODI-Mine-15,Limestone,Fire,Inadequate support,Minor,0,1,"Fire incident at Iron Ore mine. Cause: Inadequate support. Location: Odisha, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-073,2021-03-02,2021,3,Odisha,Asansol,ODI-Mine-82,Limestone,Collapse,Equipment failure,Serious,0,13,"Collapse incident at Iron Ore mine. Cause: Equipment failure. Location: Odisha, Asansol. 13 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-012,2021-03-26,2021,3,Madhya Pradesh,Asansol,MAD-Mine-53,Opencast Coal,Transport/Haulage,Equipment malfunction,Minor,0,0,"Transport/Haulage incident at Opencast Coal mine. Cause: Equipment malfunction. Location: Madhya Pradesh, Asansol. Investigation ongoing by DGMS authorities."
DGMS-2021-010,2021-04-04,2021,4,Odisha,Asansol,ODI-Mine-37,Underground Coal,Inundation,Equipment failure,Minor,0,2,"Inundation incident at Limestone mine. Cause: Equipment failure. Location: Odisha, Korba. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-032,2021-04-13,2021,4,Odisha,Talcher,ODI-Mine-21,Opencast Coal,Transport/Haulage,Structural weakness,Minor,0,2,"Transport/Haulage incident at Manganese mine. Cause: Structural weakness. Location: Odisha, Singrauli. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-087,2021-04-19,2021,4,Jharkhand,Talcher,JHA-Mine-45,Opencast Coal,Gas Emission,Equipment failure,Minor,0,1,"Gas Emission incident at Iron Ore mine. Cause: Equipment failure. Location: Jharkhand, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-075,2021-05-22,2021,5,Chhattisgarh,Dhanbad,CHH-Mine-86,Iron Ore,Gas Emission,Equipment malfunction,Minor,0,0,"Gas Emission incident at Underground Coal mine. Cause: Equipment malfunction. Location: Chhattisgarh, Talcher. Investigation ongoing by DGMS authorities."
DGMS-2021-038,2021-05-28,2021,5,Madhya Pradesh,Dhanbad,MAD-Mine-58,Opencast Coal,Fall of Person,Weather conditions,Serious,0,10,"Fall of Person incident at Limestone mine. Cause: Weather conditions. Location: Madhya Pradesh, Asansol. 10 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-061,2021-06-12,2021,6,Madhya Pradesh,Korba,MAD-Mine-74,Iron Ore,Electrical,Weather conditions,Minor,0,1,"Electrical incident at Iron Ore mine. Cause: Weather conditions. Location: Madhya Pradesh, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-076,2021-06-16,2021,6,Jharkhand,Dhanbad,JHA-Mine-19,Manganese,Electrical,Weather conditions,Fatal,1,1,"Electrical incident at Limestone mine. Cause: Weather conditions. Location: Jharkhand, Dhanbad. 1 fatalities reported. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-030,2021-06-21,2021,6,Jharkhand,Ranchi,JHA-Mine-37,Manganese,Electrical,Human error,Serious,0,1,"Electrical incident at Limestone mine. Cause: Human error. Location: Jharkhand, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-013,2021-07-13,2021,7,Chhattisgarh,Asansol,CHH-Mine-26,Limestone,Roof/Side Fall,Poor ventilation,Minor,0,0,"Roof/Side Fall incident at Limestone mine. Cause: Poor ventilation. Location: Chhattisgarh, Talcher. Investigation ongoing by DGMS authorities."
DGMS-2021-035,2021-07-23,2021,7,Odisha,Korba,ODI-Mine-29,Underground Coal,Gas Emission,Inadequate training,Fatal,3,4,"Gas Emission incident at Iron Ore mine. Cause: Inadequate training. Location: Odisha, Sundergarh. 3 fatalities reported. 4 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-082,2021-07-29,2021,7,Jharkhand,Asansol,JHA-Mine-08,Underground Coal,Collapse,Safety protocol violation,Serious,0,13,"Collapse incident at Limestone mine. Cause: Safety protocol violation. Location: Jharkhand, Ranchi. 13 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-029,2021-08-12,2021,8,Assam,Asansol,ASS-Mine-25,Underground Coal,Inundation,Human error,Serious,0,8,"Inundation incident at Opencast Coal mine. Cause: Human error. Location: Assam, Singrauli. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-009,2021-08-16,2021,8,Madhya Pradesh,Korba,MAD-Mine-82,Opencast Coal,Explosion,Equipment failure,Minor,0,0,"Explosion incident at Limestone mine. Cause: Equipment failure. Location: Madhya Pradesh, Asansol. Investigation ongoing by DGMS authorities."
DGMS-2021-015,2021-08-30,2021,8,Jharkhand,Dhanbad,JHA-Mine-02,Limestone,Roof/Side Fall,Inadequate training,Minor,0,0,"Roof/Side Fall incident at Underground Coal mine. Cause: Inadequate training. Location: Jharkhand, Dhanbad. Investigation ongoing by DGMS authorities."
DGMS-2021-079,2021-09-03,2021,9,Jharkhand,Dhanbad,JHA-Mine-83,Opencast Coal,Inundation,Human error,Minor,0,2,"Inundation incident at Opencast Coal mine. Cause: Human error. Location: Jharkhand, Talcher. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-028,2021-09-05,2021,9,Jharkhand,Sundergarh,JHA-Mine-04,Iron Ore,Roof/Side Fall,Poor ventilation,Minor,0,1,"Roof/Side Fall incident at Limestone mine. Cause: Poor ventilation. Location: Jharkhand, Asansol. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-016,2021-09-07,2021,9,Odisha,Talcher,ODI-Mine-34,Iron Ore,Electrical,Poor ventilation,Serious,0,2,"Electrical incident at Limestone mine. Cause: Poor ventilation. Location: Odisha, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-013,2021-09-07,2021,9,Madhya Pradesh,Korba,MAD-Mine-41,Opencast Coal,Machinery,Inadequate support,Serious,0,7,"Machinery incident at Manganese mine. Cause: Inadequate support. Location: Madhya Pradesh, Ranchi. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-033,2021-09-16,2021,9,Jharkhand,Singrauli,JHA-Mine-03,Manganese,Fire,Methane buildup,Serious,0,12,"Fire incident at Limestone mine. Cause: Methane buildup. Location: Jharkhand, Asansol. 12 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-059,2021-09-25,2021,9,Jharkhand,Dhanbad,JHA-Mine-75,Limestone,Transport/Haulage,Structural weakness,Minor,0,1,"Transport/Haulage incident at Iron Ore mine. Cause: Structural weakness. Location: Jharkhand, Talcher. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-052,2021-10-27,2021,10,Chhattisgarh,Ranchi,CHH-Mine-63,Opencast Coal,Gas Emission,Inadequate training,Minor,0,1,"Gas Emission incident at Opencast Coal mine. Cause: Inadequate training. Location: Chhattisgarh, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-001,2021-11-05,2021,11,Chhattisgarh,Singrauli,CHH-Mine-38,Opencast Coal,Machinery,Poor ventilation,Serious,0,8,"Machinery incident at Opencast Coal mine. Cause: Poor ventilation. Location: Chhattisgarh, Korba. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-071,2021-11-06,2021,11,Chhattisgarh,Korba,CHH-Mine-92,Opencast Coal,Gas Emission,Weather conditions,Minor,0,0,"Gas Emission incident at Limestone mine. Cause: Weather conditions. Location: Chhattisgarh, Sundergarh. Investigation ongoing by DGMS authorities."
DGMS-2021-030,2021-11-29,2021,11,Odisha,Singrauli,ODI-Mine-14,Underground Coal,Collapse,Equipment malfunction,Minor,0,1,"Collapse incident at Limestone mine. Cause: Equipment malfunction. Location: Odisha, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-056,2021-12-03,2021,12,Odisha,Ranchi,ODI-Mine-15,Opencast Coal,Machinery,Safety protocol violation,Serious,0,7,"Machinery incident at Opencast Coal mine. Cause: Safety protocol violation. Location: Odisha, Singrauli. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2021-071,2021-12-20,2021,12,Jharkhand,Asansol,JHA-Mine-34,Manganese,Collapse,Methane buildup,Minor,0,1,"Collapse incident at Limestone mine. Cause: Methane buildup. Location: Jharkhand, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-091,2022-01-01,2022,1,Odisha,Sundergarh,ODI-Mine-70,Iron Ore,Transport/Haulage,Inadequate training,Minor,0,2,"Transport/Haulage incident at Iron Ore mine. Cause: Inadequate training. Location: Odisha, Talcher. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-047,2022-01-13,2022,1,Assam,Sundergarh,ASS-Mine-81,Limestone,Fire,Structural weakness,Serious,0,2,"Fire incident at Iron Ore mine. Cause: Structural weakness. Location: Assam, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-004,2022-01-23,2022,1,Odisha,Ranchi,ODI-Mine-84,Limestone,Collapse,Weather conditions,Fatal,4,5,"Collapse incident at Opencast Coal mine. Cause: Weather conditions. Location: Odisha, Asansol. 4 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-050,2022-02-02,2022,2,West Bengal,Talcher,WES-Mine-52,Iron Ore,Gas Emission,Safety protocol violation,Fatal,4,2,"Gas Emission incident at Limestone mine. Cause: Safety protocol violation. Location: West Bengal, Singrauli. 4 fatalities reported. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-023,2022-02-08,2022,2,West Bengal,Korba,WES-Mine-30,Limestone,Collapse,Weather conditions,Fatal,1,5,"Collapse incident at Opencast Coal mine. Cause: Weather conditions. Location: West Bengal, Singrauli. 1 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-044,2022-02-17,2022,2,Jharkhand,Ranchi,JHA-Mine-82,Opencast Coal,Collapse,Structural weakness,Minor,0,1,"Collapse incident at Underground Coal mine. Cause: Structural weakness. Location: Jharkhand, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-090,2022-02-20,2022,2,Jharkhand,Sundergarh,JHA-Mine-57,Limestone,Fall of Person,Inadequate training,Minor,0,2,"Fall of Person incident at Iron Ore mine. Cause: Inadequate training. Location: Jharkhand, Ranchi. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-017,2022-02-25,2022,2,West Bengal,Asansol,WES-Mine-32,Limestone,Fall of Person,Inadequate training,Serious,0,1,"Fall of Person incident at Manganese mine. Cause: Inadequate training. Location: West Bengal, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-050,2022-03-05,2022,3,Jharkhand,Ranchi,JHA-Mine-71,Iron Ore,Roof/Side Fall,Poor ventilation,Minor,0,1,"Roof/Side Fall incident at Iron Ore mine. Cause: Poor ventilation. Location: Jharkhand, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-033,2022-03-15,2022,3,Assam,Sundergarh,ASS-Mine-20,Opencast Coal,Transport/Haulage,Poor ventilation,Fatal,4,7,"Transport/Haulage incident at Underground Coal mine. Cause: Poor ventilation. Location: Assam, Dhanbad. 4 fatalities reported. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-065,2022-03-24,2022,3,Assam,Talcher,ASS-Mine-09,Iron Ore,Fire,Human error,Minor,0,0,"Fire incident at Limestone mine. Cause: Human error. Location: Assam, Dhanbad. Investigation ongoing by DGMS authorities."
DGMS-2022-085,2022-04-25,2022,4,Madhya Pradesh,Asansol,MAD-Mine-40,Opencast Coal,Fall of Person,Equipment malfunction,Fatal,1,1,"Fall of Person incident at Limestone mine. Cause: Equipment malfunction. Location: Madhya Pradesh, Ranchi. 1 fatalities reported. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-081,2022-05-13,2022,5,West Bengal,Sundergarh,WES-Mine-31,Manganese,Electrical,Safety protocol violation,Serious,0,7,"Electrical incident at Underground Coal mine. Cause: Safety protocol violation. Location: West Bengal, Talcher. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-085,2022-05-27,2022,5,West Bengal,Korba,WES-Mine-90,Underground Coal,Inundation,Inadequate support,Minor,0,1,"Inundation incident at Underground Coal mine. Cause: Inadequate support. Location: West Bengal, Asansol. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-090,2022-06-01,2022,6,Assam,Talcher,ASS-Mine-15,Underground Coal,Explosion,Structural weakness,Serious,0,8,"Explosion incident at Underground Coal mine. Cause: Structural weakness. Location: Assam, Talcher. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-096,2022-06-07,2022,6,Madhya Pradesh,Talcher,MAD-Mine-60,Iron Ore,Electrical,Inadequate support,Minor,0,1,"Electrical incident at Underground Coal mine. Cause: Inadequate support. Location: Madhya Pradesh, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-047,2022-06-10,2022,6,Madhya Pradesh,Asansol,MAD-Mine-68,Opencast Coal,Gas Emission,Weather conditions,Serious,0,9,"Gas Emission incident at Underground Coal mine. Cause: Weather conditions. Location: Madhya Pradesh, Ranchi. 9 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-048,2022-07-02,2022,7,Jharkhand,Sundergarh,JHA-Mine-41,Underground Coal,Electrical,Inadequate support,Minor,0,0,"Electrical incident at Limestone mine. Cause: Inadequate support. Location: Jharkhand, Ranchi. Investigation ongoing by DGMS authorities."
DGMS-2022-096,2022-07-29,2022,7,Assam,Asansol,ASS-Mine-31,Underground Coal,Collapse,Human error,Serious,0,4,"Collapse incident at Manganese mine. Cause: Human error. Location: Assam, Asansol. 4 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-041,2022-08-07,2022,8,Odisha,Korba,ODI-Mine-39,Opencast Coal,Fire,Inadequate support,Serious,0,7,"Fire incident at Manganese mine. Cause: Inadequate support. Location: Odisha, Asansol. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-008,2022-08-26,2022,8,Jharkhand,Asansol,JHA-Mine-73,Limestone,Fall of Person,Equipment failure,Minor,0,0,"Fall of Person incident at Underground Coal mine. Cause: Equipment failure. Location: Jharkhand, Sundergarh. Investigation ongoing by DGMS authorities."
